open,close,high,low,volume,median_prior,stdv_prior,deep_median,deep_stdv,growth,difference,buy,sell
52.493,52.024,52.708,51.9,7421.172869,52.03317,0.53278,53.95824,1.41181,-0.469,-0.469,0,0
52.051,52.8,52.95,51.975,8233.030957,52.27083,0.39654,53.81037,1.39086,0.749,0.776,0,0
52.8,53.663,54,52.7,21377.55001,52.39367,0.30015,53.70009,1.39713,0.863,0.863,0,0
53.61,54.33,54.652,53.355,23165.33867,52.6385,0.60757,53.60672,1.35437,0.72,0.667,0,0
54.321,53.45,54.33,53.03,15510.26431,53.209,0.81229,53.54422,1.30258,-0.871,-0.88,0,0
53.499,53.5,53.877,53.281,8117.669914,53.69567,0.57696,53.49804,1.27116,0.001,0.05,0,0
53.5,53.701,53.799,53.39,7850.622891,53.785,0.42195,53.4537,1.25181,0.201,0.201,0,0
53.701,54.029,54.428,53.637,8178.238928,53.66183,0.33461,53.4063,1.22319,0.328,0.328,0,0
54.027,53.528,54.076,52.852,17138.10659,53.655,0.20808,53.3657,1.19097,-0.499,-0.501,0,0
53.594,53.595,53.768,53.303,5637.036883,53.74767,0.23286,53.33778,1.17263,0.001,0.067,0,0
53.585,53.31,53.742,53.307,4332.514833,53.74567,0.22561,53.31102,1.15898,-0.275,-0.285,0,0
53.307,53.423,53.71,53.237,5268.512008,53.6065,0.23309,53.269,1.1347,0.116,0.113,0,0
53.423,53.545,53.682,53.354,4729.921983,53.469,0.14043,53.21248,1.09447,0.122,0.122,0,0
53.493,52.968,53.594,52.802,3827.291253,53.43217,0.11563,53.15367,1.03936,-0.525,-0.577,0,0
52.927,52.876,53.011,52.518,6392.827029,53.35983,0.208,53.08054,0.96987,-0.051,-0.092,0,0
52.875,53.31,53.31,52.875,4395.816848,53.20533,0.31233,52.99759,0.89536,0.435,0.434,0,0
53.273,54.109,54.637,53.247,11627.89611,53.07483,0.26188,52.94628,0.84919,0.836,0.799,0,0
54.073,54.242,54.276,53.854,8589.302948,53.22833,0.47414,52.97983,0.84588,0.169,0.133,0,0
54.248,53.921,54.3,53.91,6028.756194,53.647,0.5654,53.08672,0.82914,-0.327,-0.321,0,0
53.921,54.121,54.3,53.84,4680.360521,53.97767,0.3658,53.19033,0.79445,0.2,0.2,0,0
54.12,54.499,54.539,54.047,8448.676248,54.08767,0.14588,53.29054,0.74187,0.379,0.378,0,0
54.499,55.261,55.555,54.499,23824.66052,54.13833,0.21781,53.41072,0.66884,0.762,0.762,0,0
55.261,55.546,55.612,54.711,14580.65073,54.4035,0.47886,53.53346,0.66497,0.285,0.285,0,0
55.545,54.927,55.548,54.926,8434.624414,54.86433,0.56574,53.65983,0.73106,-0.618,-0.619,0,0
54.957,54.895,55.041,54.44,13388.06361,55.17317,0.40194,53.78928,0.73638,-0.062,-0.032,0,0
54.831,55.3,55.5,54.82,7133.474719,55.1885,0.30603,53.898,0.70622,0.469,0.405,0,0
55.269,54.64,55.484,54.631,9919.054299,55.07583,0.28259,53.97774,0.72612,-0.629,-0.66,0,0
54.64,55.05,55.29,54.629,10551.53563,54.982,0.25747,54.02054,0.7526,0.41,0.41,0,0
55.045,54.988,55.26,54.788,6378.914499,54.955,0.29681,54.06226,0.76647,-0.057,-0.062,0,0
54.918,55.124,55.245,54.861,7288.049908,54.93867,0.25046,54.12822,0.78068,0.206,0.136,0,0
55.14,55.5,55.907,55.1,16581.90765,54.96083,0.17156,54.18998,0.79286,0.36,0.376,0,0
55.547,55.439,55.95,55.3,17099.66176,55.11917,0.20429,54.25324,0.8227,-0.108,-0.061,0,0
55.441,55.405,55.711,55.206,6307.089514,55.278,0.25295,54.32783,0.85251,-0.036,-0.034,0,0
55.405,55.673,55.95,55.37,5470.124585,55.412,0.14253,54.40733,0.86587,0.268,0.268,0,0
55.708,55.66,55.751,55.513,3535.544817,55.485,0.10587,54.49826,0.87018,-0.048,-0.013,0,0
55.689,55.509,56.014,55.46,11750.61286,55.54867,0.14568,54.59909,0.86724,-0.18,-0.151,0,0
55.535,55.562,55.7,55.367,10929.65601,55.60733,0.12206,54.69104,0.85605,0.027,0.053,0,1
55.572,55.529,55.676,55.431,7859.288168,55.6105,0.08541,54.79183,0.81071,-0.043,-0.033,0,1
55.549,55.56,55.723,55.4,6842.794042,55.566,0.06444,54.907,0.71446,0.011,0.031,0,1
55.56,55.517,55.892,55.482,8315.96801,55.55117,0.01665,55.01404,0.60741,-0.043,-0.043,0,1
55.545,55.115,55.584,54.911,13028.07476,55.54783,0.02091,55.09437,0.53762,-0.43,-0.402,0,0
55.115,54.248,55.115,54.226,13819.80066,55.47433,0.17674,55.14535,0.50157,-0.867,-0.867,0,0
54.235,54.538,54.73,54.104,10835.70242,55.18333,0.50363,55.1713,0.46646,0.303,0.29,0,0
54.538,54.674,54.779,54.49,6025.708549,54.79933,0.53778,55.1872,0.43182,0.136,0.136,0,0
54.674,54.532,54.798,54.287,6079.325684,54.558,0.32402,55.20009,0.40705,-0.142,-0.142,0,0
54.5,54.6,54.81,54.15,7528.200319,54.53183,0.16038,55.18804,0.41304,0.1,0.068,0,0
54.594,54.587,54.721,54.431,4810.233527,54.58633,0.07523,55.15093,0.42946,-0.007,-0.013,0,0
54.639,54.383,54.639,53.944,10169.60757,54.58117,0.06029,55.12287,0.43934,-0.256,-0.204,0,0
54.383,54.5,54.59,54.301,6487.560182,54.5505,0.09393,55.10483,0.45639,0.117,0.117,0,0
54.499,54.539,54.59,54.299,4571.47845,54.51433,0.11124,55.0777,0.47406,0.04,0.039,0,0
54.54,54.256,54.628,54.256,3622.814298,54.4905,0.09765,55.05876,0.4829,-0.284,-0.283,0,0
54.256,53.828,54.3,53.654,10935.26499,54.45283,0.11225,55.03933,0.4992,-0.428,-0.428,0,0
53.85,53.79,53.86,53.503,6194.822962,54.31967,0.27519,54.99696,0.5418,-0.06,-0.038,0,0
53.779,53.952,54.281,53.7,8190.905711,54.08667,0.30783,54.94474,0.59319,0.173,0.162,0,0
53.975,54.103,54.174,53.875,5110.919895,53.90917,0.18075,54.8815,0.62625,0.128,0.151,0,0
54.114,54.147,54.39,53.926,11917.96596,53.90817,0.1252,54.81828,0.63489,0.033,0.044,0,0
54.14,54.036,54.149,53.901,4319.725869,54.01167,0.13868,54.76209,0.6361,-0.104,-0.111,0,0
54.036,54.058,54.135,54.003,2519.235147,54.08583,0.06713,54.699,0.62709,0.022,0.022,0,0
54.058,54.075,54.251,54.051,2054.636284,54.0885,0.05132,54.62783,0.60317,0.017,0.017,0,0
54.075,54.2,54.6,54.004,9494.801197,54.06717,0.03867,54.5612,0.57533,0.125,0.125,0,0
54.2,54.42,54.56,54.176,9862.277177,54.08367,0.05878,54.49985,0.54035,0.22,0.22,0,0
54.421,54.931,55.247,54.42,22719.82156,54.17133,0.13776,54.44591,0.492,0.51,0.511,0,0
54.96,54.872,55.096,54.673,9937.49353,54.3745,0.3048,54.40772,0.43726,-0.088,-0.059,0,0
54.876,54.761,54.96,54.611,15009.68574,54.634,0.32578,54.38065,0.38101,-0.115,-0.111,0,0
54.761,54.697,54.905,54.597,9774.789204,54.8035,0.1994,54.35841,0.33349,-0.064,-0.064,0,0
54.672,54.765,54.842,54.598,11218.98002,54.82117,0.09749,54.36048,0.32306,0.093,0.068,0,0
54.765,54.795,54.867,54.68,9360.64556,54.75533,0.0708,54.37491,0.33,0.03,0.03,0,0
54.812,54.78,55,54.77,8322.491511,54.7425,0.04723,54.38248,0.337,-0.032,-0.015,0,0
54.789,54.788,55,54.754,6978.433284,54.76483,0.04895,54.39087,0.34456,-0.001,0.008,0,0
54.789,54.81,54.984,54.75,6286.853535,54.78817,0.01561,54.40124,0.35271,0.021,0.022,0,0
54.81,54.57,54.863,54.39,13229.68136,54.79467,0.01311,54.41033,0.36025,-0.24,-0.24,0,0
54.51,54.75,54.794,54.5,2959.849295,54.75933,0.09334,54.41811,0.36422,0.24,0.18,0,0
54.75,54.83,55.222,54.74,6789.730392,54.7065,0.13219,54.4263,0.36748,0.08,0.08,0,1
54.822,54.741,54.873,54.66,6382.327452,54.70333,0.13186,54.43809,0.37477,-0.081,-0.089,0,0
54.742,54.118,54.775,53.889,14525.25682,54.73383,0.11636,54.45476,0.38015,-0.624,-0.623,0,0
54.093,53.69,54.27,53.661,8607.542921,54.66717,0.27202,54.47163,0.37279,-0.403,-0.428,0,0
53.678,54,54,53.52,8606.745307,54.36767,0.46539,54.47474,0.36988,0.322,0.31,0,0
53.991,54.18,54.228,53.762,4641.387561,54.0535,0.38878,54.47359,0.37296,0.189,0.18,0,1
54.181,53.799,54.191,53.678,2091.355583,53.93867,0.20897,54.47561,0.37095,-0.382,-0.381,0,0
53.8,53.729,54.046,53.679,5073.993554,53.9715,0.20221,54.4695,0.37995,-0.071,-0.07,0,0
53.739,53.241,53.855,53.241,7420.643918,53.94667,0.20101,54.45543,0.39965,-0.498,-0.488,0,0
53.381,53.069,53.548,52.8,13025.32004,53.74817,0.30009,54.43122,0.44258,-0.312,-0.172,0,0
53.069,53.498,53.637,53.068,7832.393925,53.49317,0.30538,54.39463,0.50433,0.429,0.429,0,0
53.5,53.433,53.634,53.432,5503.409665,53.33283,0.26162,54.3575,0.55384,-0.067,-0.065,0,0
53.46,53.094,53.509,53.091,5795.959627,53.325,0.20319,54.32083,0.58315,-0.366,-0.339,0,0
53.164,53.109,53.39,52.961,4888.949156,53.34233,0.20373,54.26,0.61457,-0.055,0.015,0,0
53.11,53.261,53.389,53.11,2190.229634,53.29333,0.18997,54.18263,0.63914,0.151,0.152,0,0
53.347,53.307,53.385,53.228,1480.367488,53.19967,0.14159,54.11163,0.65549,-0.04,0.046,0,0
53.307,53.274,53.51,53.052,8545.523841,53.21633,0.10282,54.05067,0.6605,-0.033,-0.033,0,1
53.274,53.3,53.571,53.2,5700.303776,53.26767,0.08286,53.98859,0.66189,0.026,0.026,0,1
53.317,53.35,53.516,53.28,2374.380948,53.3015,0.027,53.92367,0.65409,0.033,0.05,0,1
53.35,53.335,53.38,53.29,1500.908895,53.30367,0.02867,53.86009,0.63668,-0.015,-0.015,0,1
53.335,52.399,53.407,52.149,17250.18842,53.321,0.03015,53.79722,0.61231,-0.936,-0.936,0,0
52.397,51.79,52.476,51.6,17881.32607,53.181,0.38329,53.7132,0.6093,-0.607,-0.609,0,0
51.754,51.66,52.1,51.36,6278.454836,52.76767,0.66513,53.6003,0.6602,-0.094,-0.13,0,0
51.669,52.215,52.345,51.492,11554.47131,52.2225,0.63596,53.47322,0.7287,0.546,0.555,0,0
52.215,51.654,52.33,51.62,2811.810457,51.91417,0.31286,53.34939,0.73872,-0.561,-0.561,0,0
51.702,51.878,51.95,51.251,7500.716613,51.86117,0.27648,53.22561,0.7289,0.176,0.224,0,0
51.878,51.898,51.928,51.523,4748.658539,51.88883,0.26505,53.11083,0.73551,0.02,0.02,0,0
51.898,51.59,51.95,51.491,4380.748636,51.87083,0.19739,53.02372,0.7555,-0.308,-0.308,0,0
51.589,51.553,51.735,51.111,8767.600883,51.80733,0.1302,52.93263,0.77811,-0.036,-0.037,0,0
51.431,51.72,51.748,51.42,6608.661909,51.73433,0.17266,52.8233,0.78497,0.289,0.167,0,0
51.719,51.8,51.915,51.68,5227.153087,51.63017,0.16046,52.71833,0.7829,0.081,0.08,0,0
51.8,51.664,52.136,51.661,7079.949429,51.63533,0.13562,52.63115,0.77291,-0.136,-0.136,0,0
51.692,51.851,51.895,51.531,3770.468276,51.689,0.13689,52.55472,0.76943,0.159,0.187,0,0
51.85,52.077,52.166,51.838,7590.146459,51.75433,0.07322,52.49152,0.77099,0.227,0.226,0,0
52.078,51.803,52.097,51.589,7726.633903,51.82233,0.14765,52.43413,0.7577,-0.275,-0.274,0,0
51.822,51.818,51.898,51.664,2127.930047,51.89183,0.15504,52.36778,0.73066,-0.004,0.015,0,0
51.845,51.804,52.03,51.697,4024.255276,51.908,0.13217,52.30443,0.71054,-0.041,-0.014,0,0
51.804,51.999,52.1,51.666,3543.906497,51.86167,0.10708,52.24739,0.69353,0.195,0.195,0,0
52.037,52.083,52.184,51.914,6449.361971,51.84867,0.07517,52.19157,0.66647,0.046,0.084,0,0
52.147,51.93,52.147,51.771,8408.504682,51.92867,0.12537,52.13648,0.62012,-0.217,-0.153,0,0
51.925,51.965,52,51.924,2460.884179,52,0.12098,52.08204,0.56857,0.04,0.035,0,0
51.953,51.96,52.018,51.882,3437.401616,52.0145,0.08984,52.0237,0.50607,0.007,-0.005,0,0
51.961,51.902,52.115,51.883,2639.299199,51.98,0.08339,51.96383,0.41998,-0.059,-0.058,0,0
51.974,52.115,52.217,51.941,3677.203438,51.94433,0.02526,51.90248,0.29688,0.141,0.213,0,0
52.114,52.703,52.918,52.055,9660.026427,51.9775,0.07183,51.86672,0.19201,0.589,0.588,0,0
52.699,52.781,53,52.64,8043.665336,52.12817,0.29451,51.88041,0.21725,0.082,0.078,0,0
52.78,52.568,52.862,52.555,7513.499834,52.39767,0.36629,51.92533,0.2768,-0.212,-0.213,0,1
52.611,52.569,52.699,52.38,10924.71482,52.6075,0.25395,51.95715,0.31252,-0.042,0.001,0,1
52.53,52.14,52.716,51.822,11174.47256,52.668,0.09932,51.98565,0.33337,-0.39,-0.429,0,0
52.14,52.144,52.214,51.78,10513.82425,52.533,0.21169,52.00935,0.34005,0.004,0.004,0,0
52.144,52.15,52.15,51.927,5468.082243,52.35567,0.23619,52.02039,0.34004,0.006,0.006,0,0
52.15,51.412,52.171,51.308,8694.201945,52.208,0.15779,52.03791,0.33404,-0.738,-0.738,0,0
51.388,51.535,51.7,51.153,17568.62707,52.02333,0.29952,52.04704,0.33283,0.147,0.123,0,0
51.535,51.419,51.674,51.41,7318.780484,51.7965,0.38827,52.04209,0.33973,-0.116,-0.116,0,0
51.41,51.527,51.713,51.224,8866.659012,51.57317,0.28972,52.0298,0.35494,0.117,0.108,0,0
51.49,51.538,51.77,51.29,9585.777015,51.469,0.07017,52.01835,0.36859,0.048,0.011,0,0
51.546,51.493,51.689,51.402,5052.08276,51.4865,0.05842,52.00715,0.37957,-0.053,-0.045,0,0
51.493,51.15,51.541,50.981,8465.833517,51.50067,0.05007,51.98785,0.39196,-0.343,-0.343,0,0
51.15,51.163,51.219,50.994,5012.964674,51.45167,0.14983,51.96093,0.41593,0.013,0.013,0,0
51.163,50.594,51.163,50.501,10645.95576,51.3325,0.19619,51.93209,0.44724,-0.569,-0.569,0,0
50.594,51.667,51.84,50.5,18551.16617,51.11883,0.29027,51.89096,0.50069,1.073,1.073,0,0
51.653,51.402,51.724,51.332,8493.827945,51.05517,0.40791,51.85743,0.53629,-0.251,-0.265,0,0
51.402,51.235,51.499,51.143,6502.669616,51.17883,0.48934,51.83428,0.53922,-0.167,-0.167,0,0
51.201,51.26,51.381,50.93,6242.686392,51.3255,0.39468,51.80298,0.54728,0.059,0.025,0,0
51.26,51.174,51.3,51.105,6938.71564,51.35883,0.1675,51.77191,0.55876,-0.086,-0.086,0,0
51.173,51.202,51.24,51.08,6397.080631,51.25533,0.07942,51.73976,0.56869,0.029,0.028,0,0
51.202,50.736,51.219,50.413,11220.04181,51.21167,0.03948,51.70741,0.57813,-0.466,-0.466,0,0
50.736,50.636,50.74,50.414,8837.929901,51.1245,0.19293,51.66065,0.59445,-0.1,-0.1,0,0
50.637,50.301,50.672,50.301,3343.225703,50.9475,0.27088,51.58576,0.60105,-0.336,-0.335,0,0
50.364,50.473,50.525,50.277,4676.436663,50.708,0.29034,51.48702,0.5905,0.109,0.172,0,0
50.472,50.476,50.589,50.417,4223.273655,50.5245,0.17215,51.38896,0.5715,0.004,0.003,0,0
50.477,50.19,50.548,50.153,3463.337552,50.45383,0.11504,51.29696,0.53948,-0.287,-0.286,0,0
50.177,50.73,51.11,50.12,11345.37472,50.40867,0.1159,51.20993,0.52525,0.553,0.54,0,0
50.729,50.812,51.149,50.697,10224.42775,50.42033,0.20839,51.13652,0.51049,0.083,0.082,0,0
50.812,50.696,50.878,50.468,4137.125751,50.51917,0.28335,51.07667,0.46646,-0.116,-0.116,0,0
50.657,51.16,51.434,50.657,14865.90627,50.65933,0.24102,51.03202,0.43844,0.503,0.464,0,0
51.159,51.46,51.549,51.07,11322.55148,50.811,0.18192,51.00798,0.43207,0.301,0.3,0,0
51.451,51.211,51.471,51.2,9616.919613,50.99067,0.31855,51.0007,0.42633,-0.24,-0.249,0,0
51.23,51.351,51.561,51.22,11202.50618,51.183,0.29227,50.99472,0.4211,0.121,0.14,0,0
51.352,51.32,51.48,51.3,4906.819928,51.31033,0.12889,50.985,0.41143,-0.032,-0.031,0,0
51.37,51.334,51.437,51.254,2950.052811,51.31917,0.08846,50.97702,0.40245,-0.036,0.014,0,0
51.334,51.485,51.595,51.31,5779.570514,51.32617,0.05011,50.97835,0.40205,0.151,0.151,0,0
51.485,51.637,51.836,51.369,9303.513093,51.36583,0.06089,50.98935,0.41064,0.152,0.152,0,0
51.635,51.62,51.75,51.502,6554.425824,51.44083,0.11851,51.01902,0.42233,-0.015,-0.017,0,0
51.62,51.548,51.68,51.489,3968.869456,51.53267,0.12083,51.04063,0.42544,-0.072,-0.072,0,0
51.549,51.839,51.948,51.549,4910.599991,51.59083,0.06135,51.04309,0.42771,0.29,0.291,0,0
51.839,51.665,51.947,51.483,7743.822002,51.63517,0.1068,51.05941,0.44581,-0.174,-0.174,0,0
51.643,51.53,51.644,51.35,3246.477074,51.67667,0.13335,51.08209,0.46748,-0.113,-0.135,0,0
51.518,51.496,51.726,51.492,2509.111748,51.6775,0.13548,51.09815,0.47836,-0.022,-0.034,0,0
51.556,51.53,51.65,51.461,2779.410241,51.61517,0.12981,51.11204,0.4855,-0.026,0.034,0,0
51.54,51.634,51.69,51.5,4846.281933,51.5455,0.05158,51.137,0.48991,0.094,0.104,0,0
51.633,51.582,51.731,51.527,3426.950614,51.54567,0.04779,51.17617,0.48825,-0.051,-0.052,0,0
51.582,52.136,52.435,51.55,11297.2849,51.57917,0.04561,51.22567,0.46979,0.554,0.554,0,0
52.143,52.484,52.552,52.059,4082.729275,51.6845,0.22403,51.2883,0.45699,0.341,0.348,0,0
52.48,52.563,52.797,52.37,5794.497742,51.92667,0.38081,51.36828,0.46993,0.083,0.079,0,0
52.561,52.429,52.603,52.243,5169.92392,52.23133,0.36721,51.46341,0.47144,-0.132,-0.134,0,0
52.474,52.558,52.776,52.4,3401.572178,52.44333,0.15593,51.55217,0.46148,0.084,0.129,0,0
52.559,52.552,52.8,52.546,4256.728553,52.51083,0.05739,51.62807,0.47033,-0.007,-0.006,0,0
52.589,52.64,52.694,52.519,2506.234443,52.52217,0.05664,51.70639,0.46805,0.051,0.088,0,0
52.614,52.55,52.708,52.531,1812.579956,52.562,0.05419,51.78057,0.46799,-0.064,-0.09,0,0
52.548,52.188,52.548,52.01,12452.04912,52.584,0.03706,51.83589,0.48333,-0.36,-0.362,0,0
52.234,52.402,52.565,52.055,5015.92058,52.5215,0.16727,51.88098,0.48331,0.168,0.214,0,0
52.438,52.464,52.62,52.435,3618.563005,52.42267,0.17867,51.92565,0.47402,0.026,0.062,0,0
52.464,52.479,52.537,52.281,5446.863102,52.379,0.1395,51.97413,0.46808,0.015,0.015,0,0
52.38,52.174,52.495,52.032,8776.576593,52.4135,0.09203,52.0228,0.45876,-0.206,-0.305,0,0
52.174,52.197,52.289,52.094,5207.660693,52.39983,0.11606,52.06052,0.44201,0.023,0.023,0,0
52.198,52.03,52.219,52.03,1776.371987,52.31133,0.14624,52.08767,0.42892,-0.168,-0.167,0,0
52.03,52.033,52.09,51.78,3465.227373,52.19217,0.11162,52.10883,0.41767,0.003,0.003,0,0
52.033,51.953,52.139,51.841,3853.853286,52.11033,0.08734,52.12828,0.40253,-0.08,-0.08,0,0
51.953,52.04,52.088,51.881,4143.330992,52.04617,0.08075,52.14128,0.39169,0.087,0.087,0,0
52.039,52.056,52.23,51.995,5992.772855,52.007,0.04196,52.15191,0.38373,0.017,0.016,0,0
52.068,52.049,52.216,51.91,10488.46209,52.01233,0.04659,52.17196,0.36466,-0.019,-0.007,0,0
52.048,51.94,52.102,51.84,6126.57823,52.03417,0.0412,52.19593,0.33661,-0.108,-0.109,0,0
51.967,51.867,52.101,51.78,2807.753132,52.03333,0.04673,52.21554,0.30968,-0.1,-0.073,0,0
51.867,51.784,51.947,51.77,2273.349932,51.98983,0.07885,52.22989,0.28654,-0.083,-0.083,0,0
51.774,52.002,52.098,51.761,8421.293785,51.91217,0.09245,52.23937,0.26854,0.228,0.218,0,0
52.005,51.932,52.1,51.924,5827.025734,51.87683,0.09293,52.24063,0.26141,-0.073,-0.07,0,0
51.933,51.768,52,51.76,6479.774859,51.894,0.10262,52.22563,0.26444,-0.165,-0.164,0,0
51.766,51.708,51.83,51.701,3923.348163,51.90233,0.10659,52.19646,0.26767,-0.058,-0.06,0,0
51.708,51.882,51.948,51.705,5757.480759,51.852,0.11963,52.1635,0.27533,0.174,0.174,0,0
51.838,51.859,51.976,51.763,3417.286425,51.79417,0.09308,52.13215,0.2749,0.021,-0.023,0,0
51.859,51.812,52,51.751,5525.90515,51.7935,0.07678,52.10141,0.26499,-0.047,-0.047,0,0
51.812,51.595,51.812,51.56,4388.17113,51.82633,0.06257,52.06754,0.24594,-0.217,-0.217,0,0
51.585,51.665,51.715,51.5,2163.625596,51.79583,0.10061,52.02935,0.23151,0.08,0.07,0,0
51.665,51.686,51.823,51.613,3365.254906,51.72133,0.12092,51.99704,0.23094,0.021,0.021,0,0
51.68,51.795,51.877,51.661,1850.680253,51.668,0.0816,51.96911,0.22857,0.115,0.109,0,0
51.794,51.788,51.92,51.673,2872.797572,51.67933,0.06743,51.93809,0.20847,-0.006,-0.007,0,0
51.8,51.707,51.802,51.562,7192.664334,51.73467,0.06359,51.9085,0.17573,-0.093,-0.081,0,0
51.707,51.764,51.834,51.611,1704.444615,51.76067,0.05286,51.88574,0.15814,0.057,0.057,0,0
51.758,51.728,51.834,51.599,5117.949386,51.76,0.04283,51.86617,0.14716,-0.03,-0.036,0,0
51.728,51.74,51.882,51.698,4754.193649,51.744,0.03668,51.85004,0.13795,0.012,0.012,0,0
51.755,51.754,51.821,51.719,2825.228674,51.7375,0.02116,51.83711,0.13415,-0.001,0.014,0,0
51.753,51.772,51.97,51.676,4302.650021,51.74383,0.01375,51.82674,0.13053,0.019,0.018,0,0
51.665,52.81,52.88,51.665,15504.64941,51.75033,0.01495,51.81657,0.12552,1.145,1.038,0,0
52.813,52.571,53.05,52.571,8594.821998,51.91817,0.43856,51.82483,0.18909,-0.242,-0.239,0,0
52.61,52.736,52.9,52.56,4490.854008,52.23067,0.55661,51.85237,0.25811,0.126,0.165,0,0
52.75,52.71,52.87,52.613,2612.302008,52.53417,0.43752,51.88189,0.30792,-0.04,-0.026,0,0
52.71,52.536,52.71,52.514,6024.750718,52.69833,0.09098,51.91724,0.35406,-0.174,-0.174,0,0
52.535,52.696,52.844,52.482,5909.841901,52.67533,0.08407,51.95191,0.3823,0.161,0.16,0,0
52.604,52.632,52.71,52.502,5164.338004,52.65617,0.09519,51.98354,0.40525,0.028,-0.064,0,0
52.579,52.55,52.727,52.512,3264.941729,52.61883,0.07556,52.01178,0.42573,-0.029,-0.082,0,0
52.59,52.64,52.8,52.486,3502.333353,52.59933,0.05902,52.04283,0.43862,0.05,0.09,0,0
52.64,52.582,52.737,52.355,6168.252359,52.59917,0.0337,52.081,0.44864,-0.058,-0.058,0,0
52.582,52.553,52.7,52.481,3842.891177,52.59683,0.03607,52.11648,0.45667,-0.029,-0.029,0,0
52.558,52.565,52.63,52.449,5615.118626,52.59783,0.03501,52.14774,0.46195,0.007,0.012,0,0
52.565,52.57,52.668,52.33,6990.922499,52.58,0.03177,52.1793,0.46436,0.005,0.005,0,0
52.57,52.495,52.692,52.35,5211.205875,52.5655,0.01005,52.21687,0.45859,-0.075,-0.075,0,0
52.527,52.324,52.599,52.309,3841.795431,52.55383,0.02916,52.25633,0.44448,-0.203,-0.171,0,0
52.325,52.871,52.909,52.322,12368.87194,52.5085,0.09521,52.28893,0.42803,0.546,0.547,0,0
52.79,53.216,53.465,52.691,22410.10422,52.51867,0.2014,52.32635,0.41913,0.426,0.345,0,0
53.216,53.5,53.51,53.05,13203.01571,52.6755,0.34984,52.37904,0.42715,0.284,0.284,0,0
53.502,54.202,54.249,53.36,18250.77688,52.98633,0.41438,52.4488,0.4511,0.7,0.702,0,0
54.134,54.351,54.825,54.13,24789.45328,53.40433,0.46975,52.54083,0.51491,0.217,0.149,0,0
54.351,54.393,54.4,53.979,10930.736,53.8175,0.46793,52.6495,0.59497,0.042,0.042,0,0
54.393,54.32,54.407,54.151,6023.055631,54.1555,0.33542,52.7642,0.65968,-0.073,-0.073,0,1
54.32,53.966,54.479,53.966,10072.41549,54.32367,0.09705,52.87733,0.69966,-0.354,-0.354,0,1
53.972,54.001,54.101,53.637,14006.17104,54.2905,0.1623,52.98083,0.70422,0.029,0.035,0,1
54,53.647,54.046,53.5,15406.63739,54.162,0.20185,53.05687,0.70416,-0.353,-0.354,0,0
53.648,53.31,53.793,53.31,12936.87128,53.98433,0.2133,53.10607,0.71715,-0.338,-0.337,0,0
53.31,52.836,53.31,52.69,14453.84318,53.763,0.27871,53.14111,0.71554,-0.474,-0.474,0,0
52.838,53.155,53.49,52.837,8608.797494,53.4585,0.39907,53.15602,0.712,0.317,0.319,0,0
53.158,52.87,53.178,52.794,11298.84342,53.18283,0.31263,53.17226,0.70424,-0.288,-0.285,0,0
52.87,52.66,53.036,52.57,10412.02149,53.02783,0.20517,53.18959,0.69543,-0.21,-0.21,0,0
52.66,52.435,52.781,52.11,9453.374537,52.92517,0.19547,53.19598,0.69105,-0.225,-0.225,0,0
52.397,52.656,52.685,52.161,4012.285729,52.7755,0.2477,53.19524,0.69215,0.259,0.221,0,0
52.657,52.101,52.689,52.1,4570.872206,52.613,0.17358,53.19139,0.69619,-0.556,-0.555,0,0
52.101,52.023,52.244,51.931,3767.759068,52.48433,0.22233,53.1813,0.70876,-0.078,-0.078,0,0
52.052,51.782,52.082,51.775,6795.234924,52.3225,0.28861,53.15933,0.73542,-0.27,-0.241,0,0
51.779,52.05,52.065,51.523,7057.789147,52.11933,0.28892,53.1313,0.77043,0.271,0.268,0,0
52.05,51.866,52.067,51.843,5335.608548,51.9645,0.14473,53.10291,0.80326,-0.184,-0.184,0,0
51.866,51.837,51.99,51.7,5190.658028,51.92983,0.136,53.07793,0.82988,-0.029,-0.029,0,1
51.84,51.885,51.926,51.82,2559.831642,51.908,0.11449,53.05298,0.85764,0.045,0.048,0,1
51.851,51.85,51.933,51.691,8143.482794,51.89067,0.0801,53.021,0.886,-0.001,-0.035,0,1
51.85,51.785,52.057,51.68,13210.91295,51.85483,0.01795,52.97089,0.91722,-0.065,-0.065,0,1
51.789,51.17,51.863,51.1,12864.72179,51.8435,0.03255,52.90391,0.94251,-0.619,-0.615,0,1
51.17,50.61,51.197,50.438,9101.753892,51.71583,0.2692,52.80076,0.96254,-0.56,-0.56,0,1
50.593,50.581,51.18,50.571,7163.753952,51.39567,0.49635,52.655,0.98874,-0.012,-0.029,0,1
50.576,48.314,50.612,47.97,53217.28887,50.9855,0.48423,52.49043,1.00447,-2.262,-2.267,1,0
48.314,49.751,49.789,47.942,48503.93506,50.30733,1.00378,52.27689,1.12986,1.437,1.437,0,0
49.751,49.93,50.506,49.33,37542.04398,49.68817,1.11218,52.0547,1.24929,0.179,0.179,0,0
49.943,50.21,50.229,49.55,8812.204495,49.43933,0.92302,51.87443,1.25693,0.267,0.28,0,0
50.22,50.052,50.558,50.051,13700.12406,49.64983,0.67574,51.71152,1.23571,-0.168,-0.158,0,0
50.052,50.068,50.415,49.785,7676.741964,50.01767,0.18082,51.56617,1.21487,0.016,0.016,0,0
